"STATION","DIRECTION","DAYTYPE","ARRIVAL"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","06:20:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","06:36:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","06:52:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","07:08:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","07:24:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","07:40:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","07:53:04"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","08:04:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","08:16:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","08:28:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","08:40:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","08:52:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","09:04:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","09:16:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","09:28:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","09:40:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","09:52:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","10:04:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","10:16:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","10:28:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","10:44:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","11:01:04"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","11:16:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","11:32:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","11:48:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","12:04:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","12:20:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","12:36:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","12:52:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","13:08:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","13:24:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","13:40:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","13:56:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","14:12:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","14:28:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","14:44:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","15:00:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","15:16:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","15:32:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","21:32:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","21:44:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","21:56:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","22:08:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","22:20:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","22:32:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","22:44:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","22:56:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","23:08:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","23:20:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","23:32:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","23:44:49"
"ROOSEVELT","TO_BAYAMON","LOW_SEASON_WORKDAY","23:56:49"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","00:06:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","00:18:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","00:30:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","00:42:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","00:58:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","01:14:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","01:30:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","01:46:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","02:02:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","02:18:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","02:34:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","02:50:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","03:06:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","03:22:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","03:38:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","03:54:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","04:10:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","04:26:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","04:42:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","04:58:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","05:14:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","05:30:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","05:46:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","06:02:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","06:18:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","06:34:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","06:50:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","07:06:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","07:22:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","07:38:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","07:50:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","08:02:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","08:14:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","08:26:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","08:38:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","08:50:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","09:02:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","09:14:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","09:26:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","09:38:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","09:50:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","10:02:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","10:14:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","10:26:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","10:42:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","10:58:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","11:14:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","11:30:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","11:46:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","12:02:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","12:18:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","12:34:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","12:50:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","13:06:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","13:22:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","13:38:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","13:54:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","14:10:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","14:26:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","14:42:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","14:58:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","15:14:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","15:30:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","21:30:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","21:42:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","21:54:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","22:06:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","22:18:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","22:30:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","22:42:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","22:54:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","23:06:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","23:18:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","23:30:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","23:42:00"
"SAGRADO_CORAZON","TO_BAYAMON","LOW_SEASON_WORKDAY","23:54:00"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","00:10:22"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","00:22:22"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","00:34:22"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","00:46:22"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","00:57:32"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","01:13:32"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","01:29:32"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","01:45:32"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","02:01:32"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","02:17:32"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","02:33:32"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","02:49:32"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","03:05:32"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","03:21:32"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","03:37:32"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","03:53:32"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","04:09:32"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","04:25:32"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","04:41:32"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","04:57:32"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","05:13:32"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","05:29:32"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","05:45:32"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","06:01:32"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","06:17:32"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","06:33:32"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","06:49:32"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","07:05:32"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","07:21:32"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","07:38:22"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","07:54:22"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","08:06:37"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","08:18:22"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","08:30:22"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","08:42:22"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","08:54:22"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","09:06:22"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","09:18:22"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","09:30:22"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","09:42:22"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","09:54:22"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","10:06:22"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","10:18:22"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","10:30:22"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","10:41:32"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","10:58:22"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","11:13:42"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","11:29:32"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","11:45:32"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","12:01:32"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","12:17:32"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","12:33:32"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","12:49:32"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","13:05:32"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","13:21:32"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","13:37:32"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","13:53:32"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","14:09:32"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","14:25:32"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","14:41:32"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","14:57:32"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","15:13:32"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","15:30:22"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","15:46:22"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","21:46:22"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","21:58:22"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","22:10:22"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","22:22:22"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","22:34:22"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","22:46:22"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","22:58:22"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","23:10:22"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","23:22:22"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","23:34:22"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","23:46:22"
"SAN_FRANCISCO","TO_BAYAMON","LOW_SEASON_WORKDAY","23:58:22"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","00:04:05"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","00:16:05"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","00:28:05"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","00:40:05"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","00:52:05"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","01:02:50"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","01:18:50"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","01:34:50"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","01:50:50"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","02:06:50"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","02:22:50"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","02:38:50"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","02:54:50"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","03:10:50"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","03:26:50"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","03:42:50"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","03:58:50"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","04:14:50"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","04:30:50"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","04:46:50"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","05:02:50"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","05:18:50"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","05:34:50"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","05:50:50"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","06:06:50"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","06:22:50"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","06:38:50"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","06:54:50"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","07:10:50"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","07:26:50"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","07:44:05"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","08:00:05"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","08:12:20"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","08:24:05"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","08:36:05"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","08:48:05"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","09:00:05"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","09:12:05"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","09:24:05"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","09:36:05"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","09:48:05"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","10:00:05"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","10:12:05"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","10:24:05"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","10:36:05"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","10:46:50"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","11:04:05"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","11:19:00"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","11:34:50"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","11:50:50"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","12:06:50"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","12:22:50"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","12:38:50"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","12:54:50"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","13:10:50"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","13:26:50"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","13:42:50"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","13:58:50"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","14:14:50"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","14:30:50"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","14:46:50"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","15:02:50"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","15:18:50"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","15:36:05"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","15:52:05"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","21:52:05"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","22:04:05"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","22:16:05"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","22:28:05"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","22:40:05"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","22:52:05"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","23:04:05"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","23:16:05"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","23:28:05"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","23:40:05"
"TORRIMAR","TO_BAYAMON","LOW_SEASON_WORKDAY","23:52:05"
"UNIVERSIDAD","TO_BAYAMON","LOW_SEASON_WORKDAY","00:02:20"
"UNIVERSIDAD","TO_BAYAMON","LOW_SEASON_WORKDAY","00:14:20"
"UNIVERSIDAD","TO_BAYAMON","LOW_SEASON_WORKDAY","00:26:20"
"UNIVERSIDAD","TO_BAYAMON","LOW_SEASON_WORKDAY","00:38:20"
"UNIVERSIDAD","TO_BAYAMON","LOW_SEASON_WORKDAY","00:49:40"
"UNIVERSIDAD","TO_BAYAMON","LOW_SEASON_WORKDAY","01:05:40"
"UNIVERSIDAD","TO_BAYAMON","LOW_SEASON_WORKDAY","01:21:40"
"UNIVERSIDAD","TO_BAYAMON","LOW_SEASON_WORKDAY","01:37:40"
"UNIVERSIDAD","TO_BAYAMON","LOW_SEASON_WORKDAY","01:53:40"
"UNIVERSIDAD","TO_BAYAMON","LOW_SEASON_WORKDAY","02:09:40"
"UNIVERSIDAD","TO_BAYAMON","LOW_SEASON_WORKDAY","02:25:40"
"UNIVERSIDAD","TO_BAYAMON","LOW_SEASON_WORKDAY","02:41:40"
"UNIVERSIDAD","TO_BAYAMON","LOW_SEASON_WORKDAY","02:57:40"
"UNIVERSIDAD","TO_BAYAMON","LOW_SEASON_WORKDAY","03:13:40"
"UNIVERSIDAD","TO_BAYAMON","LOW_SEASON_WORKDAY","03:29:40"
"UNIVERSIDAD","TO_BAYAMON","LOW_SEASON_WORKDAY","03:45:40"
"UNIVERSIDAD","TO_BAYAMON","LOW_SEASON_WORKDAY","04:01:40"
"UNIVERSIDAD","TO_BAYAMON","LOW_SEASON_WORKDAY","04:17:40"
"UNIVERSIDAD","TO_BAYAMON","LOW_SEASON_WORKDAY","04:33:40"
"UNIVERSIDAD","TO_BAYAMON","LOW_SEASON_WORKDAY","04:49:40"
"UNIVERSIDAD","TO_BAYAMON","LOW_SEASON_WORKDAY","05:05:40"
"UNIVERSIDAD","TO_BAYAMON","LOW_SEASON_WORKDAY","05:21:40"
"UNIVERSIDAD","TO_BAYAMON","LOW_SEASON_WORKDAY","05:37:40"
"UNIVERSIDAD","TO_BAYAMON","LOW_SEASON_WORKDAY","05:53:40"
"UNIVERSIDAD","TO_BAYAMON","LOW_SEASON_WORKDAY","06:09:40"
"UNIVERSIDAD","TO_BAYAMON","LOW_SEASON_WORKDAY","06:25:40"
"UNIVERSIDAD","TO_BAYAMON","LOW_SEASON_WORKDAY","06:41:40"
"UNIVERSIDAD","TO_BAYAMON","LOW_SEASON_WORKDAY","06:57:40"
"UNIVERSIDAD","TO_BAYAMON","LOW_SEASON_WORKDAY","07:13:40"
"UNIVERSIDAD","TO_BAYAMON","LOW_SEASON_WORKDAY","07:30:20"
"UNIVERSIDAD","TO_BAYAMON","LOW_SEASON_WORKDAY","07:46:20"
"UNIVERSIDAD","TO_BAYAMON","LOW_SEASON_WORKDAY","07:58:35"
